location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,Car Parking,city,property_type,price_per_sqft,amenity_count
Shakti Khand,1050.0,4000000.0,INR,Unknown,0.0,0.0,"It has a salable area of 1050 sqft and is available at a price of Rs. 3,809 per sqft. The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,3809.52,1
Vasundhara,1225.0,4399000.0,INR,1.0,0.0,0.0,It has a built-up area of 1225 sqft and is priced at Rs. 43.99 lac . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. ,1.0,East,0.0,0,1,0,0,0,0,0,0,1,0,0,9.1,1.0,Ghaziabad,Builderfloor,3591.02,2
Gyan Khand,660.0,2500000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Gyan Khand-1, Gyan Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 1 years old. Property is inside a gated community.",1.0,South,0.0,0,1,0,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,3787.88,1
Niti Khand,1250.0,6500000.0,INR,Unknown,0.0,0.0,"3 BHK Independent Floor available for sale in Niti Khand 1, Niti Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Sports facility, Lift. Independent Floor has 3 bedroom, 5 bathroom. It is 1 years old. Building has 4 floors.",1.0,East,0.0,0,1,0,0,0,0,0,0,1,0,0,9.3,1.0,Ghaziabad,Builderfloor,5200.0,2
Gyan Khand,650.0,2890000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Gyan Khand 1, indirapuram, Gyan Khand, Ghaziabad. Available amenities are: Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 0 years old. Property is inside a gated community.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4446.15,2
Vasundhara,900.0,3199900.0,INR,1.0,0.0,0.0,"2 BHK Independent Floor available for sale in Vasundhara Sector 1, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden. Independent Floor has 2 bedroom, 2 bathroom. It is 1 years old. Building has 3 floors.",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,1.0,Ghaziabad,Builderfloor,3555.44,0
Vasundhara,2800.0,12600000.0,INR,Unknown,1.0,0.0,"5 BHK Independent Floor available for sale in Vasundhara, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden. Independent Floor has 5 bedroom, 4 bathroom. It is 1 years old. Property is inside a gated community. Building has 3 floors.",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4500.0,0
Vasundhara,650.0,2000000.0,INR,Unknown,1.0,0.0,"1 BHK Independent Floor available for sale in Vasundhara, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 1 years old. Property is inside a gated community.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.1,1.0,Ghaziabad,Builderfloor,3076.92,2
Niti Khand,1250.0,7500000.0,INR,Unknown,1.0,0.0,"3 BHK Independent Floor available for sale in Indirapuram, Niti Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Lift. Independent Floor has 3 bedroom, 3 bathroom. It is 0 years old. Property is inside a gated community.",1.0,East,0.0,0,1,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,6000.0,2
Niti Khand,2370.0,14000000.0,INR,Unknown,1.0,0.0,"4 BHK Independent Floor available for sale in Niti Khand 2, Niti Khand, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 4 bedroom, 4 bathroom. It is 1 years old. Property is inside a gated community.",1.0,East,0.0,0,1,0,0,1,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,5907.17,2
Vaishali,1000.0,4871000.0,INR,Unknown,0.0,0.0,"A 2 bhk property is available for sale in Vaishali, Ghaziabad. It has a salable area of 1000 sqft and is available at a price of Rs. 4,871 per sqft. The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,Northeast,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4871.0,0
Niti Khand,1250.0,6345000.0,INR,Unknown,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Niti Khand. It has a salable area of 1250 sqft and is available at a price of Rs. 5,076 per sqft. The house is semi-furnished. Its main door is facing northeast direction. The society is well connected by different modes of transportation. Contact us for more details. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.3,0.0,Ghaziabad,Builderfloor,5076.0,6
Shakti Khand,1850.0,14800000.0,INR,Unknown,1.0,0.0,It’s a 4 bhk builder floor situated in Shakti Khand. It has an area of 1850 sqft with a carpet area of 1750 sqft . The property is available at a price of Rs. 1.48 cr . It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Contact us for more details. ,1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.3,0.0,Ghaziabad,Builderfloor,8000.0,6
Gyan Khand,900.0,4251000.0,INR,Unknown,1.0,0.0,"It’s a 2 bhk builder floor situated in Gyan Khand, Ghaziabad. It has an area of 900 sqft with a carpet area of 800 sqft . The property is available at a price of Rs. 42.51 lac . Its main door is facing northeast direction. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.5,0.0,Ghaziabad,Builderfloor,4723.33,6
Shakti Khand,1250.0,4751000.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Shakti Khand, Ghaziabad. It has an area of 1250 sqft with a carpet area of 1150 sqft . The property is available at a price of Rs. 47.51 lac . It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.3,0.0,Ghaziabad,Builderfloor,3800.8,6
Nyay Khand,500.0,2400000.0,INR,Unknown,0.0,0.0,"It’s a 1 bhk builder floor situated in Nyay Khand. It has a salable area of 500 sqft and is available at a price of Rs. 4,800 per sqft. The house is semi-furnished. Its main door is facing southwest direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. ",1.0,Southwest,0.0,0,1,1,0,1,1,1,0,1,0,0,9.2,0.0,Ghaziabad,Builderfloor,4800.0,6
Gyan Khand,1100.0,6300000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in Gyan Khand, Ghaziabad. It has a salable area of 1100 sqft and is available at a price of Rs. 5,727 per sqft. The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,5727.27,1
Niti Khand,1205.0,8500000.0,INR,1.0,0.0,0.0,"It has an area of 1205 sqft . The property is available at a price of Rs. 85.00 lac . The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,7053.94,1
Niti Khand,2400.0,21500000.0,INR,Unknown,0.0,0.0,"It has an area of 2400 sqft with a carpet area of 1500 sqft . The property is available at a price of Rs. 2.15 cr . It is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,8958.33,1
Niti Khand,2400.0,24000000.0,INR,Unknown,0.0,0.0,"A spacious 4 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has a salable area of 2400 sqft and is available at a price of Rs. 10,000 per sqft. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,10000.0,1
Niti Khand,2400.0,23000000.0,INR,Unknown,0.0,0.0,Well designed 4 bhk builder floor is available at a prime location in Niti Khand. It has a built-up area of 2400 sqft and is priced at Rs. 2.30 cr . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ,1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,9583.33,1
Niti Khand,2700.0,27500000.0,INR,Unknown,0.0,0.0,"A spacious 5 bhk builder floor is available for sale in Niti Khand, Ghaziabad. It has a built-up area of 2700 sqft and is priced at Rs. 2.75 cr . It is a semi-furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1.0,Unknown,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,10185.19,1
Niti Khand,2700.0,27500000.0,INR,Unknown,0.0,0.0,Well designed 5 bhk builder floor is available at a prime location in Niti Khand. It has a built-up area of 2700 sqft and is priced at Rs. 2.75 cr . The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ,1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,10185.19,1
Niti Khand,2700.0,25000000.0,INR,Unknown,0.0,0.0,"It’s a 5 bhk builder floor situated in Niti Khand, Ghaziabad. It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,9259.26,1
Gyan Khand,800.0,3650000.0,INR,Unknown,0.0,0.0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Gyan Khand. It is a semi-furnished property. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4562.5,1
Niti Khand,2700.0,22500000.0,INR,Unknown,0.0,0.0,"It’s a 5 bhk builder floor situated in Niti Khand, Ghaziabad. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Please contact for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,8333.33,1
Vaishali,1100.0,4500000.0,INR,1.0,0.0,0.0,"Well designed 2 bhk builder floor is available at a prime location in Vaishali. The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,1,0,1,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,4090.91,2
Vaishali,1200.0,3200000.0,INR,Unknown,0.0,0.0,Well designed 2 bhk builder floor is available at a prime location in Vaishali. It has an area of 1200 sqft with a carpet area of 1000 sqft . The property is available at a price of Rs. 32.00 lac . The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,2666.67,1
Vaishali,1350.0,7500000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in Vaishali, Ghaziabad. It has a built-up area of 1350 sqft and is priced at Rs. 75.00 lac . It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,5555.56,1
Shakti Khand,1500.0,6500000.0,INR,1.0,0.0,0.0,"It’s a 3 bhk builder floor situated in Shakti Khand, Ghaziabad. It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,4333.33,1
Vaishali,1700.0,12000000.0,INR,Unknown,0.0,0.0,It has an area of 1700 sqft with a carpet area of 1500 sqft . The property is available at a price of Rs. 1.20 cr . It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Kindly call us for details. ,1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.1,0.0,Ghaziabad,Builderfloor,7058.82,1
Gyan Khand,1000.0,4500000.0,INR,1.0,0.0,0.0,"A spacious 3 bhk builder floor is available for sale in Gyan Khand, Ghaziabad. It has an area of 1000 sqft . The property is available at a price of Rs. 45.00 lac . It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.5,0.0,Ghaziabad,Builderfloor,4500.0,1
Niti Khand,950.0,3500000.0,INR,1.0,0.0,0.0,"Well designed 2 bhk builder floor is available at a prime location in Niti Khand. The house is semi-furnished. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,9.3,0.0,Ghaziabad,Builderfloor,3684.21,1
Vaishali,1600.0,11100000.0,INR,Unknown,0.0,0.0,"It has a built-up area of 1600 sqft and is priced at Rs. 1.11 cr . Its main door is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,Northeast,0.0,0,0,1,0,1,1,1,0,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,6937.5,5
Gyan Khand,950.0,3941000.0,INR,Unknown,1.0,0.0,"A 2 bhk property is available for sale in Gyan Khand, Ghaziabad. It has a built-up area of 950 sqft and is priced at Rs. 39.41 lac . It is facing northeast direction. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.5,0.0,Ghaziabad,Builderfloor,4148.42,6
Vaishali,1700.0,13100000.0,INR,Unknown,1.0,0.0,"It has a salable area of 1700 sqft and is available at a price of Rs. 7,705 per sqft. Its main door is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Kindly call us for details. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,0,1,0,0,9.1,0.0,Ghaziabad,Builderfloor,7705.88,6
